wave number,-5_1,-5_2,-5_3,-5_4,-5_5,-5_6,-5_7,-5_8,-7_1,-7_2,-7_3,-8_1,-8_2,-8_3,-8_4,-9_1,-9_2,-9_3,-9_4,-10_1,-10_2,-10_3
955.557,15686,15820,12546,13114,19110,20560,32418,23106,10238,20362,18580,28588,34160,17262,19496,35924,16174,17956,29830,7484,33816,11672
957.222,15654,15656,12618,12996,19300,20688,32444,22992,10316,20452,18414,28528,34062,17496,19516,35956,16264,17926,29294,7492,33492,11724
958.888,15830,15888,12592,13068,19112,20726,32424,23148,10308,20610,18466,28558,33984,17496,19572,36406,16006,17944,29396,7400,33574,11670
960.554,15762,15764,12636,13034,19154,20480,32348,22950,10110,20476,18426,28768,34026,17506,19614,35884,16274,18002,29684,7498,33686,11700
962.217,15952,15904,12602,13216,19254,20470,32638,23108,10364,20590,18468,28652,34044,17480,19770,36210,16346,18086,29524,7656,33678,11658
963.883,15790,15792,12616,13096,19184,20518,32816,23166,10282,20574,18378,28634,33946,17420,19586,36384,16312,18006,29646,7486,33870,11778
965.547,15814,15932,12686,12962,19398,20548,32712,23254,10334,20604,18378,28816,34300,17400,19788,36326,16272,18234,29692,7578,33932,11784
967.212,15922,15730,12770,13180,19242,20726,32604,23198,10376,20854,18718,28870,34328,17496,19702,36470,16372,18172,29422,7518,33902,11632
968.874,15998,15864,12568,13056,19456,20668,32702,23180,10346,20864,18508,28872,34146,17564,19954,36312,16340,18248,29822,7614,34090,11682
970.538,16064,15912,12728,13072,19328,20684,32782,23112,10218,20880,18608,28960,34544,17636,19932,36522,16252,18188,29850,7536,34024,11818
972.202,16156,15806,12734,13000,19384,20614,32780,23404,10390,20588,18622,28820,34548,17794,19736,36526,16170,18200,29936,7496,33842,11892
973.863,16124,15828,12822,12868,19332,20790,33062,23410,10424,21004,18682,28928,34556,17678,19972,36514,16344,18186,29718,7520,34140,11718
975.526,15888,16060,12892,13112,19362,20836,33076,23508,10280,20820,18660,28926,34472,17670,20088,36722,16544,18452,30184,7676,34156,11690
977.189,16106,15956,12838,12888,19702,20752,33032,23362,10302,21002,18686,29046,34912,17716,20086,36818,16570,18342,29948,7522,34086,11664
978.849,15960,15936,12780,12968,19624,20988,33454,23482,10348,21000,18576,29232,34694,17782,20044,36848,16418,18270,29990,7566,34460,11790
980.511,16104,16086,12836,12862,19608,20984,33160,23422,10282,20954,18738,29288,34916,17762,20178,36972,16482,18294,30082,7632,34212,11772
982.171,16086,16014,12776,12934,19438,20964,33160,23516,10270,20996,18782,29400,34952,17952,20028,36794,16492,18534,30344,7596,34260,11798
983.833,16248,15974,12794,12834,19330,20910,33490,23616,10452,21190,18672,29186,34878,17828,20170,36990,16604,18654,30114,7616,34362,11834
985.494,16150,15980,12926,12850,19744,21024,33556,23670,10438,21218,18794,29196,34792,17850,20022,37142,16648,18272,30140,7674,34362,11856
987.153,16136,16120,12880,12782,19418,21046,33502,23682,10320,21160,18838,29470,34830,17938,19980,36726,16636,18678,30232,7588,34516,11916
988.813,16216,16314,12904,12876,19672,21028,33526,23808,10394,21098,18738,29474,35222,17832,20384,37142,16642,18354,30256,7722,34536,11838
990.471,16096,16202,12954,12776,19604,20986,33686,23964,10450,21386,18812,29490,34978,18006,20288,37128,16668,18574,30470,7592,34680,11910
992.131,16222,16130,12914,12796,19636,21040,33650,23990,10418,21406,18898,29536,35528,17920,20418,37280,16752,18542,30544,7628,34708,12000
993.791,16194,16248,12828,12722,19556,21062,33610,24002,10450,21414,18802,29530,35258,18060,20364,37216,16676,18446,30398,7584,34660,11852
995.448,16212,16308,13064,12768,19810,21246,33756,24120,10540,21250,18916,29720,35140,18220,20256,37660,16800,18560,30478,7786,34892,12008
997.107,16368,16242,13092,12638,19740,21484,33650,24122,10504,21390,19060,29890,35334,18060,20390,37862,16664,18642,30866,7762,34798,11850
998.764,16260,16300,12938,12796,19786,21256,33864,23964,10374,21530,18930,29532,35348,17944,20378,37608,16908,18532,30202,7660,34744,11950
1000.42,16178,16236,12964,12732,19772,21348,33726,24480,10402,21430,18898,29650,35392,18082,20440,37694,16850,18708,30314,7774,35052,11878
1002.08,16332,16182,12924,12678,19754,21262,33738,24128,10488,21474,18980,30022,35430,18150,20608,37526,16926,18888,30452,7582,35052,12032
1003.74,16190,16214,12988,12630,19740,21232,33764,24174,10490,21500,18816,29778,35314,18124,20412,37712,16802,18652,30640,7718,34648,11874
1005.39,16546,16280,12928,12652,19762,21384,33888,24130,10526,21496,18966,29862,35638,17928,20512,37672,16804,18662,30636,7716,35238,11938
1007.05,16280,16252,12918,12502,19788,21284,33790,24356,10484,21746,18844,29792,35598,18094,20464,37898,16730,18746,30680,7704,34832,11978
1008.7,16272,16200,13088,12566,19892,21252,33514,24122,10462,21734,18962,29760,35734,17960,20540,37548,16662,18544,30918,7760,35044,11910
1010.36,16244,16356,12962,12392,19812,21424,33782,24294,10520,21724,19080,29834,35494,18216,20558,37756,16886,18838,30672,7762,35218,12012
1012.01,16258,16214,13006,12498,19910,21332,33770,24408,10450,21708,19064,30142,35640,18002,20480,37734,16974,18616,30774,7732,35040,11938
1013.67,16366,16258,12880,12340,19946,21298,33698,24340,10616,21658,18946,29780,35590,18114,20522,37934,16886,18658,30618,7608,35168,11816
1015.32,16366,16304,12880,12432,19886,21338,33826,24410,10468,21656,18874,29734,35550,18060,20596,38022,16934,18774,30596,7722,34990,11894
1016.98,16232,16330,12872,12518,19670,21314,33606,24374,10514,21710,19048,29714,35466,18196,20330,37638,16804,18664,30896,7640,34874,11866
1018.63,16218,16162,12860,12502,19744,21328,33572,24344,10350,21730,18960,29750,35650,18144,20626,37654,16798,18816,30556,7760,34874,11854
1020.29,16092,16210,12790,12294,19870,21326,33876,24310,10392,22034,19044,30064,35540,17856,20366,37674,16950,18808,30712,7726,35154,11822
1021.94,16294,16152,12818,12360,19730,21502,33716,24428,10560,21698,19044,30170,35578,18070,20542,37686,16776,18782,30570,7674,35030,11826
1023.59,16256,16138,12804,12332,19806,21362,33768,24528,10456,21668,18962,29852,35676,18036,20278,37706,17064,18872,30590,7660,35026,11824
1025.25,16296,16094,12824,12204,19956,21258,33396,24410,10474,21776,18902,29968,35334,18156,20638,37934,16998,18764,30638,7702,34742,11886
1026.9,16070,16104,12838,12268,19638,21356,33688,24242,10432,21660,18970,29978,35520,18036,20402,37932,16940,18652,30522,7710,34968,11816
1028.55,16350,16208,12844,12308,19712,21256,33746,24308,10438,21766,18868,29752,35254,18016,20348,38080,16806,18552,30378,7560,34888,11772
1030.2,16168,16082,12806,12276,19634,21310,33666,24360,10474,21726,18824,29780,35354,18100,20320,37774,16744,18616,30524,7730,35042,11712
1031.85,16180,16098,12746,12262,19654,21192,33582,24474,10408,21644,18744,29808,35498,18074,20512,37678,16752,18502,30434,7652,34816,11632
1033.5,16278,16174,12846,12174,19794,21246,33608,24400,10306,21764,18870,29752,35198,18128,20372,37632,16774,18524,30436,7716,34986,11846
1035.16,16078,15962,12718,12196,19610,21264,33508,24544,10576,21728,18692,29860,35444,18168,20366,37580,16746,18620,30514,7582,34936,11708
1036.8,16202,15950,12852,12232,19516,21370,33830,24328,10344,21812,18838,29638,35166,18138,20294,38000,16682,18556,30558,7616,34738,11708
1038.45,16256,16010,12832,12188,19668,21178,33404,24386,10356,21760,18666,29784,35492,18182,20592,37630,16772,18550,30216,7706,34750,11826
1040.11,16308,15900,12660,12304,19544,21320,33444,24404,10328,21880,18834,29734,35236,17974,20376,37804,16776,18770,30418,7622,34840,11656
1041.75,16144,15958,12776,12168,19746,21260,33686,24414,10352,21726,18884,29832,35436,17946,20338,37940,16810,18544,30216,7592,35102,11634
1043.4,16244,15966,12720,12274,19828,21140,33490,24334,10450,21920,18690,29722,35566,18174,20334,38078,16644,18508,30148,7638,34984,11690
1045.05,16238,15974,12588,12014,19732,21232,33634,24556,10368,21782,18932,29950,35444,17956,20460,37856,16892,18524,30214,7764,34760,11852
1046.7,16114,15866,12762,12018,19550,21412,33482,24574,10198,21928,18800,29910,35340,17946,20556,38016,16822,18634,30334,7592,34986,11638
1048.35,16104,15992,12594,11972,19518,21240,33616,24582,10116,21966,18818,29914,35488,18012,20420,37782,16738,18648,30246,7644,35048,11740
1050,16034,15844,12702,12010,19558,21122,33684,24578,10224,21662,18856,29722,35552,18072,20346,37750,16790,18604,30408,7484,34868,11510
1051.64,16006,16058,12772,11962,19672,21280,33530,24580,10450,21802,18672,29806,35486,18128,20630,38012,16750,18686,30464,7612,34960,11586
1053.29,16142,15864,12816,11990,19532,21446,33772,24592,10214,22078,18778,29852,35474,17996,20470,38018,16834,18760,30612,7614,34860,11696
1054.94,16098,16002,12780,11868,19526,21412,33570,24840,10468,22104,18806,29976,35666,18046,20528,38098,16992,18754,30292,7530,34932,11638
1056.58,16140,15838,12718,11908,19412,21552,33638,24760,10354,22062,18834,29960,35684,18172,20606,37914,16930,18650,30604,7550,35144,11598
1058.23,16114,15924,12722,11976,19716,21390,33734,24744,10476,21888,18762,30126,35822,18150,20418,38282,17050,18638,30678,7594,35000,11706
1059.88,16242,15876,12882,11944,19778,21320,33780,24726,10312,22120,18912,30250,35656,18290,20544,38178,16802,18712,30586,7562,35126,11554
1061.52,16266,15996,12712,11922,19842,21492,33686,24822,10362,22326,19014,30224,35484,18084,20612,38200,16978,18684,30704,7588,35010,11656
1063.17,16046,16020,12850,11908,19630,21296,33776,24866,10320,22124,18734,30360,35814,18176,20618,38376,17108,18834,30376,7638,35150,11652
1064.81,16254,16120,12784,11840,19782,21410,33752,24826,10446,22304,18908,30172,35776,18152,20696,38450,16954,18810,30808,7602,34974,11592
1066.46,16224,15944,12724,11776,19780,21356,34022,25046,10424,22316,18812,30252,35952,18196,20742,38856,17066,18768,30842,7584,35338,11636
1068.1,16344,16176,12684,11796,19832,21556,34162,25216,10460,22274,18990,30480,35950,18424,20794,38816,17122,18778,30986,7606,35504,11904
1069.75,16372,16130,12900,11766,19748,21632,34128,25080,10534,22412,19034,30364,36032,18432,20702,38858,17002,18964,30708,7572,35502,11802
1071.39,16392,16158,12818,11730,19836,21516,34318,25094,10462,22626,18762,30538,36202,18252,20652,38970,17048,18932,30802,7544,35598,11706
1073.03,16402,16128,12904,11772,20064,21794,34326,25354,10488,22492,19158,30478,36346,18500,20802,39034,17106,18922,31206,7634,35674,11696
1074.68,16412,16198,12914,11842,19916,21742,34292,25314,10514,22468,18980,30398,36476,18482,20998,39316,17254,19010,31192,7718,35702,11876
1076.32,16260,16124,12928,11704,19986,21742,34330,25254,10544,22604,18964,30644,36410,18512,21102,39256,17090,19030,31148,7588,35968,11718
1077.96,16416,16234,13038,11792,20048,21928,34320,25664,10552,22960,19298,30882,36704,18514,21094,39210,17190,19146,31436,7654,35776,11808
1079.6,16400,16250,12964,11768,19910,21642,34626,25544,10470,22602,19358,30848,36458,18644,21126,39320,17302,19096,31416,7704,35818,11878
1081.24,16460,16320,12924,11680,20214,21904,34640,25802,10602,22960,19502,30746,36938,18734,20988,39692,17426,19280,31452,7818,36076,11798
1082.88,16546,16348,12894,11640,20138,21936,34650,25904,10654,23004,19194,31214,36878,18652,21156,39574,17434,19116,31584,7638,36198,11824
1084.53,16480,16092,13158,11670,20118,22308,34938,25760,10634,22920,19292,31068,36958,18646,21190,39760,17632,19288,31426,7736,36192,11878
1086.17,16612,16488,12886,11664,20240,22026,35094,25604,10672,22870,19286,31376,36996,18876,21176,39632,17442,19344,31864,7770,36226,11804
1087.81,16620,16348,13086,11478,20158,22156,35048,26016,10656,23138,19412,31262,37086,18660,21170,39754,17568,19394,31660,7692,36478,11966
1089.45,16588,16364,13128,11670,20256,22152,35082,26014,10664,23322,19484,31198,37118,18832,21346,40216,17740,19418,31640,7830,36306,11968
1091.09,16666,16292,13146,11644,20354,22184,35142,26016,10780,23178,19434,31342,37166,18954,21352,39956,17756,19772,31782,7890,36552,11982
1092.73,16684,16382,13242,11370,20394,22294,35306,26224,10746,23342,19506,31468,37316,19010,21606,40050,17656,19556,31606,7876,36724,12052
1094.37,16698,16598,13272,11546,20446,22422,35236,26002,10692,23382,19634,31874,37432,19166,21488,40464,17590,19460,31896,7850,36778,11892
1096.01,16806,16474,13174,11534,20350,22326,35162,26166,10662,23456,19550,31950,37462,18992,21524,40372,17620,19688,32096,7746,36584,12066
1097.64,16838,16604,13252,11542,20374,22640,35326,26064,10754,23622,19680,31722,37722,19154,21500,40360,17748,19728,32118,7858,36758,12128
1099.28,16866,16704,13242,11470,20540,22502,35512,26590,10890,23528,19728,31956,37470,19248,21758,40696,17740,19844,31992,7788,36732,12316
1100.92,16940,16556,13252,11492,20434,22592,35624,26462,10796,23648,19752,31870,37762,19346,21726,40638,17984,19844,32116,7732,37038,12148
1102.56,16890,16556,13210,11464,20640,22558,35780,26628,10890,23876,19744,31906,37970,19206,21590,40856,17728,19662,32038,7934,36972,11952
1104.2,17136,16656,13298,11486,20912,22550,35548,26684,10822,23746,19964,32152,37984,19306,21890,41030,17918,19778,32490,7812,37002,12116
1105.83,17032,16698,13318,11406,20498,22550,35646,26742,10770,23878,19816,32030,37936,19156,21652,41046,17992,19636,32430,7958,37216,12152
1107.47,17082,16572,13452,11324,20730,22652,35664,26784,10978,24016,19826,32190,38258,19274,21772,41268,18000,19948,32512,7908,37278,12124
1109.1,16984,16702,13160,11472,20626,22600,36004,26732,10846,24032,19768,32166,38246,19352,21924,41364,18032,19844,32406,8018,37228,12194
1110.74,17070,16796,13396,11460,20808,22702,35808,26980,10838,24252,20062,32320,38328,19584,21922,41484,18226,20174,32596,7994,37422,12134
1112.38,17088,16808,13362,11452,21006,22824,35914,27138,10980,24292,19962,32428,38410,19416,21932,41364,17962,20082,32624,7906,37558,12210
1114.01,16994,16726,13212,11438,20852,22820,36120,26938,10966,24318,19984,32344,38542,19560,22258,41534,18314,20114,32644,8130,37468,12128
1115.65,17102,16800,13218,11302,20738,22780,36288,27214,10990,24492,20032,32636,38596,19414,22088,41522,18150,19944,32718,7868,37874,12246
1117.28,17046,16844,13344,11312,20726,22818,35902,27158,10888,24232,20112,32526,38428,19498,22028,41534,18216,19938,32640,7988,37476,12214
1118.92,17118,16778,13242,11286,21028,22960,36232,27310,11014,24362,20146,33060,38574,19560,22226,41736,18296,20198,32854,8016,37678,12294
1120.55,17324,17008,13242,11286,20896,23038,36314,27318,11080,24384,20076,32892,38850,19648,22152,41736,18220,20038,32800,8046,37528,12238
1122.18,16958,16860,13370,11308,21012,22976,36244,27492,10898,24406,20156,32820,38812,19700,22190,41894,18288,20278,33086,8080,37592,12318
1123.82,17058,16776,13394,11238,21016,23194,36186,27632,11032,24666,20244,32856,39068,19640,22380,41970,18374,20110,33100,8014,37944,12122
1125.45,17012,16744,13508,11174,20982,23156,36366,27430,11012,24700,20478,33052,39062,19764,22356,42054,18280,20348,33062,8150,38024,12220
1127.08,17190,16832,13368,11130,21274,23068,36422,27524,10838,24688,20196,33152,39100,19604,22422,42130,18376,20348,32850,8088,38020,12336
1128.72,17304,16696,13322,11236,20958,23264,36536,27494,10988,24654,20384,33222,39132,19862,22438,42068,18462,20402,32790,8046,37988,12260
1130.35,17300,16824,13376,11082,21052,23184,36390,27754,10954,24824,20166,33078,39292,19646,22412,42256,18414,20162,33038,7930,38308,12350
1131.98,17238,17016,13446,11216,20944,23006,36366,27782,10930,24748,20200,32970,39304,19764,22466,42476,18226,20392,33024,7974,38178,12274
1133.61,17164,16828,13372,11196,20982,23232,36630,27738,10950,24838,20310,33276,39170,19776,22420,42332,18428,20316,33104,8132,38156,12230
1135.24,17268,16898,13460,11128,21076,23272,36688,27802,11130,24716,20338,33426,39178,19794,22388,42648,18336,20428,33086,8034,38064,12142
1136.87,17174,16850,13480,11188,21026,23224,36660,27814,10984,24960,20424,33304,39484,19882,22658,42506,18390,20606,32962,8100,38114,12264
1138.51,17196,16694,13482,11226,21100,23206,36484,27874,10984,24910,20346,33084,39518,19804,22412,42592,18610,20338,33070,8100,38046,12272
1140.14,17176,16970,13520,11088,21170,23140,36958,28252,11140,25286,20258,33578,39222,19966,22626,42832,18332,20792,33148,8184,38236,12326
1141.76,17322,16966,13362,11102,21120,23354,36722,28152,11184,24926,20458,33446,39494,20128,22444,42892,18548,20572,33136,8102,38138,12278
1143.39,17412,16806,13536,11134,21140,23328,37018,28152,11112,25084,20320,33620,39608,19988,22706,43054,18624,20426,33438,8104,38312,12312
1145.02,17310,16846,13392,11100,21076,23436,36774,27934,11058,25084,20344,33504,39552,19866,22520,42832,18586,20638,33162,8144,38268,12288
1146.65,17236,16754,13540,10982,21156,23382,37018,28302,11162,25102,20402,33616,39808,19984,22596,43250,18658,20758,33268,8196,38528,12176
1148.28,17308,16946,13386,10958,21192,23488,37236,28290,11112,25426,20522,33874,39998,19978,22878,43130,18704,20538,33510,8152,38630,12316
1149.91,17142,17136,13420,11118,21292,23578,36988,28180,11054,25608,20366,33686,39996,20106,22770,43342,18638,20674,33622,8154,38750,12270
1151.54,17316,16970,13404,11046,21116,23540,36922,28402,11076,25278,20508,33864,39922,20154,22614,43590,18758,20664,33736,8038,38590,12278
1153.17,17332,17014,13464,11074,21252,23488,37126,28384,11206,25388,20594,33882,39832,20126,22708,43372,18828,20662,33576,8174,38484,12232
1154.79,17394,16886,13416,11056,21262,23512,36996,28506,11156,25536,20636,33930,40112,20318,22884,43634,18792,20880,33354,8134,38760,12294
1156.42,17340,17086,13466,10954,21190,23706,37054,28634,11098,25682,20510,34048,40104,20088,22852,43622,18964,20746,33732,8062,39012,12242
1158.05,17398,17168,13548,10890,21198,23990,37310,28832,11212,25680,20760,34208,40150,20450,22984,43594,18830,20738,33596,8144,38868,12252
1159.67,17510,17050,13512,10930,21530,23730,37236,28848,11084,25576,20674,34182,40582,20264,23054,43938,18890,20822,33820,8312,38746,12252
1161.3,17532,16966,13520,10990,21220,23800,37486,28504,11060,25700,20564,34020,40084,20342,22992,43716,18888,20834,33464,8168,38850,12326
1162.93,17346,17044,13592,10820,21342,23854,37410,28848,11154,25912,20746,34526,40418,20528,23058,43998,18920,20730,33672,8054,39142,12576
1164.55,17640,17102,13564,10830,21364,23770,37516,28928,11062,25938,20804,34336,40660,20472,23154,44324,18896,20956,33924,8230,38900,12412
1166.18,17536,17056,13446,10884,21384,24158,37476,29262,11354,26180,20702,34260,40250,20468,23028,44244,19036,20990,33774,8228,39072,12290
1167.8,17568,17016,13498,10958,21540,23960,37662,28968,11172,26076,20758,34408,40756,20584,23318,44308,19122,21120,34058,8156,39438,12356
1169.43,17566,17034,13470,10870,21438,23634,37648,29140,11142,26200,20812,34466,40560,20522,23294,44574,18988,21134,33776,8152,39070,12372
1171.05,17668,17134,13600,10786,21496,24086,37668,29286,11352,26296,20696,34708,40774,20494,23066,44476,19166,21122,33952,8184,39356,12380
1172.68,17624,16992,13668,10786,21410,24018,37804,29378,11180,26372,20816,34732,40670,20570,23178,44992,19078,21120,34138,8190,39348,12362
1174.3,17624,17212,13576,10850,21490,23870,37598,29550,11300,26490,20930,34814,40880,20614,23326,44636,19072,21080,34080,8200,39498,12466
1175.92,17544,17046,13726,10706,21488,24188,37858,29476,11342,26474,20930,34918,41060,20644,23198,44930,19206,21346,34014,8232,39426,12470
1177.55,17672,17234,13576,10790,21628,24330,37824,29546,11200,26572,20752,35026,41070,20814,23346,44654,19364,21266,34248,8264,39210,12538
1179.17,17570,17158,13526,10588,21584,24260,38038,29454,11230,26374,20804,34770,41234,20670,23534,44752,19246,21146,34026,8206,39902,12380
1180.79,17708,17444,13622,10692,21736,24134,38058,29608,11336,26594,20942,35038,41330,20742,23520,45222,19426,21158,34322,8198,39510,12458
1182.41,17710,17190,13678,10716,21500,24268,37908,29768,11406,26490,21140,35172,41594,20692,23378,45228,19348,21318,34456,8314,39694,12414
1184.03,17738,17192,13672,10762,21544,24460,38222,29654,11496,26608,21094,35304,41454,20862,23618,45032,19408,21410,34096,8298,39796,12470
1185.66,17698,17202,13636,10694,21612,24394,38208,29822,11312,26726,21196,35178,41740,20926,23528,45488,19566,21326,34152,8200,39766,12460
1187.28,17692,17250,13702,10846,21834,24338,38322,29832,11274,26796,21142,35372,41462,20844,23698,45656,19514,21604,34786,8348,39852,12508
1188.9,17662,17282,13710,10606,21808,24404,38214,30056,11394,26808,20992,35506,41514,20914,23474,45626,19506,21400,34670,8242,40040,12612
1190.52,17752,17204,13784,10592,21842,24382,38422,30264,11300,26822,21004,35250,41748,20966,23638,45666,19406,21494,34572,8296,40206,12424
1192.14,17706,17246,13722,10692,22004,24416,38294,30068,11462,26718,21168,35488,42066,20908,23746,45726,19402,21576,34846,8232,39900,12522
1193.76,17750,17372,13674,10654,21870,24492,38502,30120,11456,27004,21126,35586,41796,20976,23712,45732,19548,21404,34240,8232,40386,12434
1195.38,17754,17442,13772,10500,21670,24610,38284,30394,11454,27084,21410,35622,41790,21062,23746,45822,19340,21594,34588,8198,40086,12426
1197,17766,17344,13664,10508,21852,24654,38650,30356,11318,26982,21170,35704,42008,21026,23754,45922,19516,21508,34854,8290,40148,12362
1198.62,17864,17272,13672,10580,21744,24580,38538,30406,11320,27232,21304,35678,42354,21040,23650,46162,19604,21508,34930,8306,40454,12504
1200.23,18002,17390,13758,10728,21916,24534,38704,30476,11430,27162,21220,35786,41890,21280,23830,46434,19590,21590,34820,8424,40502,12412
1201.85,17804,17484,13716,10458,22076,24538,38710,30748,11222,27420,21356,35860,42342,20984,23972,46684,19586,21602,35054,8270,40266,12574
1203.47,18022,17280,13724,10440,21972,24614,38832,30540,11362,27272,21154,35920,42236,21094,24022,46330,19532,21698,34920,8316,40502,12478
1205.09,17894,17344,13728,10602,21806,24640,38444,30670,11448,27450,21342,36050,42340,21102,24042,46244,19828,21694,34854,8388,40274,12616
1206.71,17940,17332,13700,10464,21934,24668,38658,30632,11440,27490,21222,36086,42454,21280,24042,46390,19718,21610,35020,8392,40506,12550
1208.32,17978,17402,13726,10588,21760,24804,38934,30902,11382,27562,21192,36186,42658,21318,23944,46634,19700,21830,34962,8330,40458,12580
1209.94,17700,17244,13710,10484,21822,24834,38910,30934,11394,27444,21234,36336,42424,21250,24060,46542,19718,21482,34996,8260,40618,12500
1211.56,17942,17256,13674,10366,21900,24604,39196,30860,11492,27476,21378,36134,42674,21034,23956,46814,19664,21796,34984,8300,40692,12570
1213.17,17852,17206,13712,10320,21844,24740,38822,30958,11360,27636,21452,36354,42424,21332,24226,46772,19884,21768,35212,8426,40730,12448
1214.79,17890,17388,13646,10504,21946,24910,39028,30916,11500,27802,21422,36444,42748,21392,24148,46976,19818,21706,35004,8360,40482,12508
1216.41,17796,17222,13552,10428,21938,24910,38974,31088,11306,27790,21400,36470,42900,21296,24186,46960,19662,21864,35164,8396,40600,12550
1218.02,17936,17376,13636,10354,22048,24930,38984,31096,11462,27946,21458,36518,42576,21338,24158,46918,19830,21782,35058,8224,40366,12382
1219.64,17912,17252,13586,10268,22056,24962,38990,31188,11370,27836,21558,36548,42766,21298,24086,47318,19822,21880,35266,8294,40614,12436
1221.25,17896,17252,13640,10278,22086,24908,39234,31072,11378,27978,21562,36280,42846,21330,24438,46806,19902,21886,35164,8410,40698,12456
1222.86,17930,17308,13664,10372,21918,25046,38936,31166,11380,28214,21362,36516,42916,21428,24200,47194,19912,22190,35170,8316,41072,12384
1224.48,17816,17368,13658,10394,21882,24962,39022,31538,11348,28158,21514,36704,42848,21434,24236,47578,20070,21856,35238,8304,40682,12484
1226.09,17934,17210,13664,10366,22112,24898,39218,31282,11328,28210,21534,36516,42934,21358,24520,47408,20026,21858,35178,8364,40998,12612
1227.71,17878,17266,13712,10372,21960,25042,39130,31526,11454,28316,21518,36584,42968,21472,24534,47754,19772,22160,35448,8272,40924,12392
1229.32,17966,17264,13810,10278,21874,25154,39180,31182,11386,28260,21668,36780,43312,21630,24230,47248,20030,21946,35454,8360,41236,12488
1230.93,18074,17388,13744,10268,22104,25110,39266,31550,11522,28390,21392,36996,42954,21226,24348,47888,19928,22076,35518,8332,41044,12498
1232.54,18066,17670,13772,10276,21958,25276,39254,31934,11384,28308,21570,36682,43262,21626,24564,47728,20090,22064,35316,8398,41742,12454
1234.16,18028,17364,13710,10202,21926,25186,39442,31834,11460,28398,21534,36964,43478,21652,24566,47862,20138,22278,35556,8194,42138,12462
1235.77,17848,17316,13452,10262,22198,25424,39568,31490,11484,28388,21494,36948,43362,21530,24612,47916,20018,22052,35436,8404,42262,12350
1237.38,17992,17304,13746,10146,21968,25282,39382,31838,11462,28614,21552,36878,43582,21698,24550,48262,20026,22264,35546,8412,41484,12420
1238.99,18108,17384,13604,10190,22140,25184,39618,31994,11442,28772,21648,37200,43320,21644,24634,48222,20190,22182,35466,8394,40982,12462
1240.6,17912,17306,13804,10184,22106,25266,39236,31848,11304,28686,21542,37140,43530,21846,24764,48162,20074,22116,35386,8324,41122,12550
1242.21,17856,17344,13744,10286,21918,25236,39514,31988,11428,28588,21626,37148,43528,21752,24804,48428,20232,22208,35368,8328,41300,12446
1243.82,17978,17304,13484,10164,22136,25320,39524,32212,11282,28716,21594,37394,43648,21616,24794,48376,20086,22222,35614,8508,41494,12528
1245.43,17878,17324,13694,10228,22224,25422,39576,32288,11532,28994,21584,37474,43698,21938,24628,48394,20222,22494,35924,8438,41628,12426
1247.04,17938,17354,13734,10198,21924,25420,39586,32146,11472,29176,21576,37358,43920,21920,24940,48442,20466,22184,35474,8368,41720,12406
1248.65,18064,17250,13890,10202,22142,25618,39670,32188,11434,29164,21858,37620,44130,21850,24806,48766,20214,22400,35870,8322,41496,12498
1250.26,18052,17288,13830,10100,22204,25640,39718,32546,11548,29280,21664,37756,43836,22082,25032,48826,20332,22406,35608,8354,41838,12442
1251.87,17922,17438,13710,10184,22290,25578,40008,32590,11354,29362,21816,37642,44170,21994,24912,48888,20336,22392,35840,8386,41998,12514
1253.48,18048,17116,13778,10084,22186,25576,39980,32498,11598,29378,21796,37774,44170,22058,25058,49234,20426,22548,35904,8460,41764,12548
1255.09,18284,17286,13820,10120,22282,25606,39904,33002,11564,29570,21730,37932,44172,22028,25004,49258,20522,22604,36136,8416,41988,12398
1256.69,18134,17500,13812,10084,22236,25682,40150,32712,11512,29658,21756,37992,44492,22104,25084,49270,20642,22456,36100,8398,41830,12550
1258.3,18122,17286,13718,10048,22230,25608,39984,33018,11642,29676,22006,38358,44516,22174,25234,49380,20408,22736,36376,8502,42108,12536
1259.91,18238,17570,13654,10098,22256,25980,40366,32934,11640,30040,22124,38184,44812,22410,25074,49686,20480,22728,36148,8592,42052,12476
1261.52,18300,17488,13770,9864,22412,25868,40098,32980,11490,29818,21882,38378,44728,22076,25540,49712,20596,22772,35934,8504,42422,12606
1263.12,18202,17524,13750,10116,22356,26068,40314,33320,11576,30216,21934,38768,44900,22300,25370,49820,20546,22692,36340,8488,42172,12652
1264.73,18394,17386,14124,9976,22446,26068,40460,33280,11666,29996,22042,38610,44936,22390,25286,50158,20644,22828,36406,8490,42430,12666
1266.33,18238,17390,13846,10016,22318,26022,40748,33356,11644,29892,22124,38620,45036,22326,25616,50160,20680,22776,36252,8498,42312,12454
1267.94,18394,17410,13766,10110,22580,26092,40534,33538,11598,30392,21974,38832,45490,22532,25628,50280,20878,22916,36550,8532,42572,12628
1269.54,18394,17580,13752,9994,22428,26202,40568,33464,11664,30184,22130,38892,45474,22420,25650,50346,20778,23028,36622,8364,42918,12588
1271.15,18338,17638,13916,10022,22468,26012,40816,33564,11582,30450,22294,39030,45464,22502,25556,50572,21044,23042,36652,8594,42604,12614
1272.76,18370,17532,13806,10010,22644,26224,40846,33928,11530,30538,22184,39018,45446,22404,25876,50556,20808,23146,36718,8584,42836,12680
1274.36,18348,17644,14006,9858,22734,26224,40966,34054,11528,30696,22374,39286,45764,22588,25880,50902,20888,23050,36976,8702,42882,12464
