wave number,-1_1,-1_2,-1_3,-2_1,-2_2,-2_3,-3_1,-3_2,-4_1,-4_2,-5_1,-5_2,-6_1,-6_2,-6_3,-6_4,-6_5,-6_6,-7_1,-7_2,-7_3,-7_4,-7_5
1122.189819,6258.6455,10216.9189,9140.3037,11823.8291,9600.6689,10853.5635,7212.8853,6214.9399,2536.3833,3645.0493,2814.6423,3427.978,3006.947,1166.9402,1649.1589,1585.0574,2380.4998,1818.1541,987.7471,1002.3157,1016.8842,1407.3212,1577.7731
1120.473022,6209.1675,10208.7861,9007.1523,11381.2891,9313.0225,10352.9814,6927.2344,6037.2974,2377.0493,3654.4219,2773.2241,3419.9214,2985.877,1137.5463,1555.569,1469.634,2381.4189,1909.5046,994.8068,974.4154,1012.2851,1444.873,1570.1343
1118.756226,6108.7441,10036.1055,8807.0762,11053.9873,8812.9014,10036.1055,6625.6938,5754.8882,2274.5789,3470.1162,2712.894,3344.8833,2992.4836,1162.0448,1510.0757,1550.8492,2363.4067,1869.7562,911.579,1000.407,1039.7242,1450.3717,1537.7434
1117.039429,6076.7915,9863.5039,8615.8252,10614.7314,8499.3555,9656.7705,6319.9214,5541.0322,2234.7568,3328.1135,2702.0903,3275.7024,3010.7344,1137.0327,1480.6174,1534.4845,2378.8877,1824.2021,982.7107,955.0492,1019.1074,1399.0889,1492.2644
1115.322632,6028.8428,9929.6875,8580.4023,10209.1504,8194.6846,9331.4609,6151.1079,5271.9624,2097.4316,3189.0859,2685.4695,3261.8628,2951.833,1133.8649,1462.8166,1521.0382,2308.4849,1849.9901,930.0894,960.6558,981.0333,1392.9508,1462.8166
1113.603882,6055.1304,9806.6631,8537.7197,9873.6025,8073.5073,9138.7217,5976.5493,5195.1011,2037.2946,3208.739,2622.2891,3157.8066,2858.0332,1110.3256,1383.9052,1567.2616,2328.3367,1791.364,944.4316,958.9836,1008.4608,1378.0842,1495.9563
1111.885132,6024.666,9813.1787,8516.8789,9602.2207,7949.4746,8975.166,5905.3657,5035.3462,2049.9285,3047.9775,2659.5242,3120.7217,2886.4856,1134.8079,1415.6001,1561.0883,2304.533,1837.5159,942.7635,984.955,1003.8685,1307.9388,1449.0624
1110.166382,6061.124,9745.5078,8373.8643,9504.0527,7717.8608,8654.5928,5736.7588,4961.4819,2000.011,2981.8345,2626.9236,3040.0168,2856.7429,1160.7336,1373.0985,1607.2816,2247.2852,1786.1916,896.0049,978.9145,997.8237,1354.1892,1415.2805
1108.447632,5995.77,9913.4521,8341.4355,9557.167,7797.5552,8664.2734,5813.9922,4990.9004,2003.9222,3126.584,2656.8694,3043.6931,2937.5347,1150.2921,1380.0596,1525.4822,2251.1404,1791.6053,889.9858,936.521,994.69,1368.4258,1497.8518
1106.728882,5901.3672,9978.0938,8509.6582,9322.3867,7880.1211,8617.2471,5831.5801,5084.2773,2012.1932,3051.7295,2720.241,3131.6938,2920.8787,1122.4083,1343.4006,1599.2865,2249.1785,1826.0945,936.3096,955.2102,1009.0044,1369.5708,1471.3436
1105.008179,6051.2065,9946.7705,8626.9297,9329.0039,7863.8066,8778.1016,5796.832,5049.6978,2026.2747,3101.9155,2604.7952,3122.2654,2934.7551,1154.1335,1376.5295,1564.0399,2235.5886,1798.0645,923.0161,940.4589,992.7874,1325.6547,1423.0437
1103.287476,6032.4014,10020.0938,8693.2852,9434.4375,7963.7583,8861.8613,5833.3076,5119.7666,2030.1771,3085.2297,2636.1785,3146.2659,2990.769,1104.4628,1331.1683,1586.9387,2172.5947,1826.7234,902.4624,985.2971,1004.1892,1323.9021,1414.0031
1101.566772,6171.9727,10163.123,9013.8691,9727.25,8043.3237,8810.4619,5874.1255,5255.1846,2044.2479,3100.5154,2664.6416,3224.0129,2837.5383,1118.7427,1390.4373,1516.8407,2176.4629,1848.1047,915.3349,958.9223,937.1286,1406.4193,1470.3475
1099.846069,6205.4414,10268.3203,9122.2314,9784.6104,8218.7236,9010.3828,5882.9678,5238.02,2101.8899,3245.074,2711.9756,3387.4272,2796.2253,1130.1108,1393.0287,1542.6449,2189.0449,1772.1532,906.4128,965.9688,926.749,1369.7874,1488.8993
1098.125366,6474.1606,10431.5605,9043.2031,10081.5664,8385.3311,9153.5742,6105.2876,5408.2041,2140.6265,3239.9849,2693.9363,3542.0542,2708.459,1145.8306,1352.051,1546.6534,2187.0986,1821.13,946.8714,894.5901,996.2482,1320.1014,1503.0858
1096.40271,6397.1992,10731.207,9584.1836,10363.8691,8734.8047,9276.374,6424.7856,5573.9556,2225.8071,3410.5813,2733.9824,3714.0344,2686.0686,1106.3699,1398.2076,1550.6602,2108.2009,1790.2285,949.5616,965.5328,985.8598,1316.8997,1463.5444
1094.680054,6657.0439,10887.0098,9943.4688,10859.4297,9017.3477,9670.5684,6773.1719,5759.9541,2332.7234,3748.0347,2782.7197,3772.7119,2795.7842,1084.3462,1387.7308,1582.2455,2119.3379,1770.9536,901.4445,958.0569,978.3793,1368.8601,1561.9231
1092.957397,6908.063,11183.5156,10405.6328,11588.4209,9807.708,10399.8281,7529.208,6368.189,2552.7905,4022.9309,2898.1936,3964.8799,2766.1277,1085.5527,1526.74,1494.812,2107.2495,1796.6769,947.6818,967.9996,1018.7942,1407.7355,1612.3651
1091.234741,7232.9668,11741.0566,11202.7559,12897.4609,11018.4854,11472.6318,8675.208,7127.0479,2813.3848,4545.8145,3134.0439,4299.1538,2884.4812,1133.189,1616.3541,1540.9049,2156.1062,1810.7809,982.2906,1009.8586,1005.5057,1442.2406,1688.9014
1089.512085,7675.2241,12494.1797,12177.9453,15057.4229,12251.9268,12856.835,10386.4307,8268.5273,3188.4602,5383.2466,3404.6023,4776.8877,3057.9045,1105.3716,1736.3907,1559.4153,2222.3481,1865.4959,1066.2048,1018.3344,1109.7234,1563.7671,1801.6686
1087.787476,8334.8252,13281.7695,13418.0967,17283.123,13766.167,14716.1074,12091.0801,9309.4209,3821.5181,6191.2944,3715.6467,5251.5054,3273.3079,1137.0286,1934.6888,1567.7651,2208.7939,1854.9229,1112.3735,1025.3561,1166.0343,1559.0634,1933.2385
1086.064819,8727.335,14308.2471,14762.0859,20370.5469,15413.1201,16968.9316,13910.957,11064.6768,4322.3433,7332.4692,3878.6543,5728.8086,3450.9148,1093.2731,2057.4993,1650.0593,2214.0955,1919.7527,1255.6691,1099.0729,1225.2197,1629.7598,2037.1997
1084.34021,9342.9111,15283.5234,16188.0967,23429.0332,17204.293,19561.4023,15544.458,12439.3359,4786.7017,8420.9414,4373.5552,6218.9429,3648.7366,1143.7637,2248.387,1658.3848,2317.9697,1923.6683,1342.3639,1126.368,1269.8821,1845.3879,2180.2542
1082.613647,9901.6855,16159.8066,17501.8672,26820.9297,19009.1504,21865.7402,17498.9688,13749.6035,5360.9976,9395.877,4723.3013,6658.1299,3982.7039,1113.0701,2497.1611,1698.5913,2379.7671,2027.5847,1418.8745,1226.1162,1334.8145,1875.4071,2236.2854
1080.889038,10158.8193,16992.2227,18283.2676,28476.8633,20169.8438,23808.2402,18506.4102,14579.667,5813.3198,10068.9824,4919.2974,6931.9346,3926.7439,1095.4312,2629.9041,1673.5753,2408.2097,1934.3923,1512.7383,1254.8192,1406.9625,1935.8413,2370.5361
1079.162476,10166.668,16850.7676,18277.6934,29041.209,20300.0176,24496.7734,18878.8867,14900.876,5832.2896,9973.9971,4797.9487,6797.0942,3883.8469,1125.6057,2865.4417,1676.0951,2493.1372,2058.5403,1593.5217,1309.5851,1371.8773,1962.929,2468.51
1077.437866,10060.0947,16289.3594,17843.416,28113.5195,19842.1113,23719.2871,18319.916,14405.083,5586.2061,9205.5811,4512.9941,6507.3433,3788.8293,1109.4202,2786.5854,1745.2367,2566.4395,2062.4209,1562.7473,1309.2897,1409.2244,1930.6229,2486.7812
1075.711304,9579.9844,15631.1875,16473.9238,26580.9824,18603.9355,22384.6699,17006.7891,13330.3115,5156.3369,8463.5742,4077.575,5857.1699,3604.0781,1094.6899,2622.3325,1739.051,2597.7166,1975.0754,1508.8186,1291.6183,1342.2983,1782.4911,2567.3083
1073.984741,9181.1602,14507.1602,15177.4336,23906.9199,17005.8477,20907.334,15259.9512,12099.6748,4602.1616,7206.5303,3708.9456,5367.9819,3326.759,1113.2627,2368.3977,1693.7808,2495.7932,1950.0194,1412.9316,1258.0303,1271.0594,1669.1703,2446.5723
1072.256226,8604.4912,13547.1895,13893.1055,21847.7383,15512.6895,18984.8809,13499.4268,10719.0684,4140.8662,6158.4712,3389.6921,4738.6216,3026.4075,1092.7487,2059.5781,1660.1096,2418.5208,1994.4473,1318.5352,1191.1685,1181.037,1622.4785,2260.7595
1070.529663,7897.8506,12574.6279,12573.1807,19543.4902,14085.3203,17147.2207,11945.1729,9262.3926,3542.3118,5281.6333,3128.4634,4132.6973,2789.8599,1079.479,1794.3082,1578.7019,2305.1074,1908.623,1183.6647,1146.0421,1096.8433,1487.5394,2054.7725
1068.801147,7470.7402,11751.5146,11375.374,17522.3867,12884.2783,15133.8916,10437.915,8315.6113,3084.3567,4531.0532,2941.1338,3654.3552,2690.8552,1076.3422,1608.7264,1506.011,2294.4604,1834.411,1045.9615,1054.6417,1032.9413,1442.3563,1814.1573
1067.072632,6968.6113,11154.4062,10622.1416,15451.5713,11579.6387,13509.0967,9084.6504,7211.6011,2707.6047,3931.2339,2778.4771,3409.0942,2626.6082,1142.6323,1482.5293,1554.8479,2176.7871,1776.1425,977.7462,1012.459,1026.9227,1368.2661,1670.5575
1065.344116,6615.6509,10592.2715,9886.6016,13598.5967,10094.832,11997.8262,8000.9609,6436.3413,2385.9724,3493.6421,2650.5984,3171.1743,2585.5264,1104.7775,1420.0151,1563.1735,2148.8213,1787.3102,922.576,935.5904,947.1588,1344.8208,1600.7705
1063.613647,6374.1694,10254.4756,9199.1016,12038.4912,9177.416,10805.2939,7199.6743,5904.311,2269.7769,3189.2534,2644.2178,3060.5845,2535.7888,1143.5627,1347.4089,1507.8835,2083.2793,1757.9928,899.2364,957.0651,962.848,1328.6146,1513.6665
1061.885132,5983.9214,9520.7949,8546.6006,10635.1924,8159.2358,9785.3018,6554.8511,5375.4116,2133.3982,3020.8687,2558.3433,3003.5239,2507.7546,1075.3715,1302.2979,1487.3081,2058.2378,1734.47,888.9159,910.5967,909.1514,1273.39,1452.6187
1060.154663,5804.8291,9283.1025,8183.4072,9615.4678,7641.5073,8994.0889,6066.3857,5098.1919,2096.7903,2934.9285,2512.9692,2854.0049,2489.8481,1088.1345,1273.1029,1525.9894,2051.9934,1705.1776,872.8197,888.7154,917.6168,1299.1141,1423.3898
1058.424194,5718.2803,9028.1797,7762.5874,9020.9561,7103.7856,8386.7148,5692.2749,4867.3286,2009.6332,2801.3506,2509.5132,2805.6848,2535.5183,1083.5549,1294.4869,1495.3058,2074.6465,1687.4562,839.3939,874.0676,924.6335,1261.2579,1375.3923
1056.693726,5508.9951,8925.0342,7691.5049,8426.7119,6774.3018,7978.9434,5397.7754,4674.124,1918.1819,2701.0542,2517.6138,2783.386,2497.3918,1126.6429,1263.8623,1457.4138,2082.845,1744.8522,859.4263,888.3146,937.4247,1198.8636,1399.6372
1054.961304,5366.2324,8794.498,7538.1411,8161.9873,6621.145,7639.2275,5169.8364,4515.6641,1939.4106,2641.2375,2501.1611,2749.5442,2527.1545,1111.948,1234.6956,1509.0723,2013.0592,1737.2383,828.9067,891.0025,935.7692,1283.7946,1305.4558
1053.230835,5289.9468,8708.7764,7389.1777,7784.7686,6397.3125,7468.5845,5148.458,4510.3149,1911.5419,2601.6604,2526.5847,2717.1614,2470.2781,1075.6033,1331.1493,1536.1636,2051.5869,1788.822,817.1697,911.0143,926.8957,1276.2863,1407.6687
1051.498413,5241.1206,8714.0303,7334.1045,7494.3257,6348.2368,7227.29,4974.0845,4369.2842,1916.8846,2482.7119,2528.9019,2764.1821,2575.092,1143.2023,1244.2429,1491.0707,2097.3142,1726.3508,844.4108,892.0442,964.2161,1286.1025,1381.3694
1049.765991,5254.3701,8574.9697,7332.4507,7393.0615,6175.0752,7049.6011,4932.5562,4254.2935,1894.8058,2515.3438,2578.8406,2766.4453,2603.3735,1102.5374,1294.4712,1474.8602,2091.0688,1782.243,870.1964,886.0706,955.34,1284.3695,1342.0939
1048.033569,5271.9414,8496.5693,7229.8027,7193.7329,6082.7876,6923.9316,4843.4341,4227.3643,1908.8064,2474.3787,2654.7271,2744.1797,2612.8862,1141.244,1343.2341,1484.6272,2093.4832,1738.5576,777.6619,880.0997,868.5574,1256.667,1350.4481
1046.301147,5181.3203,8475.9014,7131.5278,7096.9087,6002.0806,6805.5317,4767.334,4142.7485,1787.2094,2470.9358,2571.9082,2739.2336,2665.6682,1094.828,1262.1534,1524.6814,2074.259,1759.8026,804.8933,829.4152,939.0422,1253.4987,1345.8162
1044.566772,5122.4668,8370.1572,7078.0029,6974.1694,5902.6626,6730.4482,4616.2773,4147.583,1769.5007,2422.7883,2504.99,2639.1086,2725.637,1169.5723,1271.9639,1530.1062,2070.9072,1711.8153,810.4804,860.9551,944.5991,1263.311,1302.2488
1042.832397,5144.3809,8466.3135,7067.7568,6888.9722,5827.7993,6482.3813,4599.3765,4090.4172,1738.8239,2380.4297,2435.2185,2693.3027,2743.7661,1094.3345,1235.6318,1534.0867,2005.5588,1731.6147,798.7632,849.2266,883.83,1203.912,1317.8151
1041.098022,5091.3281,8486.0273,6861.4727,6890.3022,5685.2202,6395.8726,4435.4517,4072.1975,1705.2777,2351.0635,2389.9834,2660.9829,2810.8975,1130.1249,1231.0289,1458.7837,2000.7823,1736.9904,776.9609,860.567,872.0989,1238.2363,1290.1298
1039.363647,5116.1211,8412.0557,6887.3081,6772.0151,5685.3799,6359.8428,4415.7168,3927.1633,1658.7761,2340.4453,2346.21,2591.2073,2761.2642,1067.9003,1194.7224,1494.4839,1942.6849,1651.5704,811.3736,844.5203,884.8728,1250.9276,1243.7218
1037.629272,5174.0425,8375.5801,6908.8091,6691.2427,5671.1309,6241.7017,4378.7007,3883.0532,1684.3373,2342.7993,2322.6277,2579.0964,2744.7927,1118.0887,1193.0122,1462.4486,1973.9454,1681.4557,789.5781,847.2116,860.1791,1185.8081,1269.3766
1035.892944,5063.397,8222.4385,6747.355,6666.686,5623.7559,6204.2822,4252.3892,3910.988,1565.8358,2260.1621,2336.5093,2529.5378,2741.293,1116.3962,1227.3157,1472.2025,1990.7866,1695.4818,777.8761,819.6509,874.3904,1218.6726,1267.6499
1034.156616,5114.1025,8306.9961,6790.48,6463.5576,5492.8716,5978.2148,4229.8281,3872.6619,1592.8464,2194.8445,2240.9304,2524.6472,2672.9863,1054.2166,1183.8334,1484.8324,1925.5295,1706.6211,836.7484,818.026,846.8297,1175.1923,1255.8428
1032.420288,5117.2695,8178.4165,6835.0249,6513.936,5557.8677,6092.0562,4253.3525,3904.9058,1542.0923,2238.9856,2192.9099,2609.03,2660.865,1085.656,1182.1267,1506.0957,2024.446,1675.9994,755.9276,787.6046,840.8795,1241.1611,1229.6422
1030.68396,5110.3584,8251.4297,6893.9453,6477.9189,5427.0566,6066.2114,4105.561,3791.7419,1538.8656,2248.5576,2303.26,2562.377,2722.1655,1063.8182,1190.4976,1468.3282,1927.5408,1652.5891,810.4597,830.6132,823.4155,1174.6626,1243.7605
1028.947632,5048.7598,8174.7305,6826.188,6459.1885,5444.5435,5991.4443,4108.9536,3733.3188,1470.8759,2160.259,2168.8943,2436.5879,2649.5913,1050.6256,1208.9391,1475.1935,2004.8239,1692.5146,761.3438,790.128,839.0613,1181.594,1246.3585
1027.209351,5028.9165,8339.7998,6813.1387,6437.5884,5420.2939,5971.3887,4050.4719,3674.9221,1505.0778,2181.3555,2251.8611,2490.7166,2625.9722,1102.1888,1169.8166,1448.9611,1965.5221,1643.2111,759.7333,787.0722,846.0666,1171.2555,1236.0055
1025.471069,5112.6587,8326.4121,6769.8848,6439.0151,5457.9141,5921.1318,4089.8391,3711.4966,1547.8955,2120.4441,2201.0039,2434.0513,2575.0305,1073.1692,1153.7288,1383.8992,1959.325,1641.4022,786.8948,801.2805,838.6832,1166.6759,1290.3925
1023.732788,5091.3711,8264.1299,6827.3271,6357.0225,5410.6606,5908.2915,4021.3203,3776.8193,1469.8817,2081.1338,2302.6228,2528.4268,2480.9648,1071.4891,1162.0983,1429.611,1977.5806,1639.5941,753.638,801.0999,861.506,1182.2336,1290.1017
1021.994507,5094.5376,8295.3398,6863.1748,6321.0801,5409.4414,5883.9536,3916.8843,3617.7976,1506.9364,2172.6917,2224.4565,2516.3535,2553.7395,1053.9927,1160.3986,1432.1647,1958.4421,1633.473,723.2719,822.4882,832.5536,1174.7777,1216.4773
1020.256226,5083.3267,8369.6631,6749.4961,6201.7734,5457.1006,5848.126,3987.8813,3645.7344,1483.5953,2032.7556,2225.3931,2452.5327,2541.6633,1066.6936,1150.0739,1441.9052,1968.064,1660.4192,751.8608,784.9254,833.8036,1188.8889,1206.14
1018.515991,5087.9307,8249.9209,6752.2876,6293.7988,5389.7568,5869.8047,4005.6672,3693.78,1491.8846,2095.5374,2239.2644,2451.98,2503.7217,1057.8296,1132.5676,1441.5803,1957.5597,1626.9879,778.9995,764.6268,850.8629,1202.9938,1263.359
1016.77771,4999.1304,8089.9985,6789.5635,6181.7358,5408.6597,5953.2617,4066.5535,3634.0332,1447.0033,2077.822,2185.5928,2442.8059,2516.0901,1105.0105,1136.6233,1461.3727,1967.1772,1579.2021,747.2112,820.4954,819.0585,1201.2858,1204.1597
1015.037476,5038.2295,8191.6128,6798.0903,6301.0195,5479.2725,5979.2163,3959.3274,3766.8201,1481.1562,2190.8469,2218.1428,2435.0725,2524.1431,1073.1559,1209.6349,1438.0576,1988.2834,1649.2408,768.5922,775.7753,818.874,1222.5645,1234.0574
1013.295288,5104.6006,8590.4941,7003.3857,6618.458,5989.3599,6214.8584,4281.6025,3867.9487,1584.236,2292.3306,2240.6238,2507.7751,2540.8101,1120.3119,1154.7831,1495.1855,1979.2177,1638.8152,791.3998,814.3806,857.4695,1187.8179,1261.0691
1011.555054,5209.7129,8516.7607,7228.6919,7034.8354,6332.6445,6726.1011,4665.479,4102.5771,1659.9857,2455.5151,2267.4026,2623.5242,2492.8506,1074.1084,1219.1417,1461.8213,2013.2352,1658.5497,828.5569,851.5325,875.944,1200.4741,1253.6051
1009.812866,5382.2529,8906.7744,7617.5605,7706.5708,6899.7354,7153.8457,5189.876,4440.4663,1771.5925,2687.5374,2377.437,2678.9236,2602.834,1078.1733,1316.4913,1451.4425,1971.1478,1656.7405,805.3998,819.7563,875.7467,1213.1245,1323.6696
1008.072632,5445.6304,8920.5566,7948.8403,8500.0059,7259.8838,7802.437,5309.2744,4781.0742,1821.4299,2767.3103,2447.2324,2807.4995,2550.5759,1043.4827,1354.9486,1476.9514,1960.6566,1723.8276,852.5842,849.7136,878.4201,1217.1572,1370.7372
1006.330444,5587.9043,9073.5283,7883.9102,8729.127,7493.5889,8081.9404,5388.4385,4759.9072,1805.2346,2740.8569,2390.7161,2826.9573,2504.0813,1074.8177,1320.2034,1509.6238,2066.4053,1694.7393,825.1271,848.0872,859.5672,1244.1482,1356.0785
1004.586304,5553.6479,8966.7529,7742.9702,8364.1865,6834.8174,7641.1079,5127.5479,4487.6802,1727.3552,2652.7241,2361.4839,2723.0234,2417.4365,1071.7063,1321.3407,1463.374,2035.8115,1680.0107,833.5493,790.5089,889.5019,1223.7823,1322.7754
1002.844116,5335.8091,8613.3154,7527.5073,7508.8604,6446.0015,6903.5615,4673.1362,4277.2534,1627.9955,2441.2761,2309.3152,2698.0261,2372.427,1105.8895,1285.1841,1463.0444,2074.0806,1693.976,813.2806,833.3616,903.6451,1214.9006,1286.6185
1001.101929,5181.166,8340.3428,7036.8062,6992.3511,5979.9229,6352.772,4488.5273,3988.0493,1617.5907,2308.7952,2258.604,2565.4873,2377.6289,1076.9597,1193.1165,1497.1317,2027.7245,1663.4797,771.5104,807.3613,856.1185,1170.172,1296.3669
999.357788,5089.6753,8314.0918,6825.8994,6500.4473,5611.5459,6078.936,4174.9673,3860.9846,1571.3475,2239.457,2256.6616,2474.5857,2266.6975,1088.1869,1178.5107,1429.4102,2045.906,1691.7793,787.1075,794.2761,874.5639,1122.5959,1245.8951
997.613647,5051.2607,8108.6782,6736.9258,6335.5767,5312.1377,5975.7964,4169.7271,3733.9768,1517.9584,2195.9512,2194.5176,2416.6929,2360.7908,1092.2419,1178.2452,1383.2198,2001.0103,1687.0981,768.2962,809.8644,872.9335,1181.1121,1198.3127
995.869507,4946.9424,7996.5063,6656.5898,6170.7808,5285.146,5770.9556,4045.5444,3576.9319,1524.7819,2141,2148.1655,2443.377,2248.48,1061.9016,1145.0194,1427.3334,1997.6935,1659.49,796.7845,813.9813,862.7055,1155.0509,1166.5154
994.123413,4907.1445,8014.7642,6401.4956,5814.0708,5031.7935,5736.7026,3983.0254,3560.3662,1452.8014,2119.0269,2197.8276,2375.4878,2223.6169,1040.1714,1147.6271,1421.281,2010.1383,1604.6721,772.2485,808.067,849.6166,1150.4926,1154.7908
992.379272,4888.8506,7881.1768,6467.3779,5832.8154,5128.0649,5642.3037,3952.0476,3596.8074,1468.2308,2130.009,2180.1438,2407.8987,2286.1428,1034.2075,1115.8555,1398.0422,2051.2258,1628.6619,729.1019,787.8312,868.0467,1135.9093,1187.4764
990.633179,4861.9722,7740.4888,6359.9463,5822.9097,5145.5273,5563.6997,3931.1084,3545.874,1462.1719,2110.9121,2188.2454,2437.4304,2289.9243,1038.2709,1114.1721,1384.8386,2022.1221,1608.2459,733.2341,793.3822,837.7772,1155.7029,1149.9745
988.887085,4779.2661,7863.3101,6285.4937,5814.4395,5071.3481,5510.9033,3907.3149,3515.0085,1428.9117,2116.1641,2150.5266,2330.9302,2235.0012,995.0839,1101.0353,1385.9585,2033.121,1647.9734,740.2278,780.3176,836.1568,1142.5568,1132.5343
987.140991,4886.9805,7775.6528,6359.9458,5887.5659,4991.4766,5478.1704,3887.8264,3448.3701,1405.6868,2061.2922,2152.9053,2397.6838,2231.6353,1067.8639,1145.1624,1358.4489,2054.135,1657.6226,721.4523,784.4362,828.8113,1107.9446,1172.36
985.392944,4735.6113,7720.9502,6437.2261,5730.2476,5017.5444,5444.021,3759.5803,3491.959,1431.1307,2039.3612,2140.9714,2357.0723,2186.7678,1067.6235,1114.8508,1411.0948,1994.9962,1589.9862,801.4332,777.1039,807.1577,1120.5753,1160.647
983.646851,4776.0386,7852.2769,6397.145,5731.8188,5148.0488,5444.2266,3870.3369,3505.4807,1409.3463,2016.0092,2176.2598,2352.2493,2181.9829,1055.9366,1127.4771,1382.161,2013.1476,1639.7065,728.2816,781.2214,824.1457,1114.5999,1111.7382
981.898804,4756.3672,7817.6079,6365.6646,5671.8784,5132.585,5550.2871,3732.1389,3510.4136,1407.5986,1976.9321,2137.1467,2273.043,2224.4062,1052.838,1150.1111,1407.5986,1956.9054,1663.6556,752.4359,751.0054,785.337,1115.7794,1204.4695
980.150757,4789.6206,7864.4736,6375.6729,5837.9307,5164.3232,5504.7026,3891.4773,3473.8691,1398.7007,1965.0458,2166.699,2321.1567,2175.28,1034.0088,1145.5616,1394.4103,1909.2694,1590.3428,700.7805,786.5904,798.0317,1112.6678,1172.7347
978.40271,4852.8853,7778.3428,6415.7026,5790.8618,5094.5283,5514.9023,3686.1338,3434.4814,1386.9471,1994.6301,2121.8862,2316.3447,2230.5542,1053.7938,1105.2682,1409.8246,1928.8574,1620.0115,710.6317,764.9657,794.9924,1119.5666,1158.1724
976.65271,4751.7261,7826.625,6387.0977,5755.2495,5166.2871,5473.6343,3683.8745,3446.574,1365.1921,2001.3287,2155.717,2338.6956,2215.7568,1050.6976,1093.5833,1359.474,1872.6719,1595.345,723.3374,753.3573,834.84,1130.7507,1143.6165
974.904663,4696.3472,7822.0049,6335.6382,5738.2329,5140.8281,5518.1362,3685.9036,3471.5237,1379.1768,1973.7235,2103.7805,2322.448,2209.5413,1006.1559,1149.0758,1389.1812,1865.1044,1584.9814,701.7366,746.0417,771.7673,1149.0758,1121.921
973.154663,4702.4346,7827.3887,6348.5005,5658.353,5158.2461,5426.875,3602.199,3387.8674,1346.0022,1980.4236,2096.1626,2396.2268,2161.8909,1007.3583,1104.522,1350.2888,1863.2556,1564.6204,718.7252,737.3005,780.1669,1107.3798,1104.522
971.404663,4801.375,7789.9126,6548.498,5691.3647,5217.0845,5434.2246,3658.5305,3385.6763,1331.4137,1955.6924,2058.5483,2294.26,2119.9763,1028.5599,1139.9872,1372.8418,1845.6936,1591.4108,724.2776,762.8486,808.5624,1115.7018,1132.8445
969.654663,4727.4541,7746.7407,6445.6196,5641.5239,5113.0771,5421.5757,3666.2764,3439.1873,1379.674,1946.6827,2019.5227,2362.2988,2102.3604,988.3378,1105.453,1389.6716,1805.2876,1553.9185,719.8299,762.6769,789.8134,1091.1707,1154.0129
967.90271,4756.3765,7710.7271,6397.0479,5771.6221,5120.4941,5306.1226,3689.7258,3397.0037,1332.2423,1900.5514,2043.3427,2351.7717,2183.2781,1030.9528,1119.4834,1370.7959,1894.8398,1539.2896,712.5283,729.6633,795.3472,1143.7578,1130.9066
966.15271,4566.8638,7720.4126,6325.6558,5663.2539,4996.5688,5457.6807,3668.9089,3414.7979,1376.1978,1914.3997,2032.8896,2522.5535,2257.0215,1053.5623,1037.8586,1356.2115,1834.4545,1516.1017,725.2162,750.9129,790.8854,1093.5348,1080.6864
964.400757,4784.208,7687.2749,6456.9683,5617.7339,4911.2354,5453.5977,3712.3286,3432.5837,1361.6154,1901.1233,2049.5593,2583.3582,2292.1953,989.098,1106.134,1355.9062,1844.0326,1555.724,715.0621,723.6258,780.7166,1094.7159,1114.6976
962.648804,4757.4463,7808.2627,6318.5283,5769.1528,5202.6543,5473.7744,3672.9656,3414.688,1365.5897,1939.223,2043.3904,2649.8435,2320.2183,1023.1221,1077.3462,1349.8933,1853.6062,1568.2164,684.9353,742.0132,783.3948,1127.2893,1114.4468
960.894897,4689.3242,7679.5352,6241.4951,5743.6021,5037.4214,5415.4775,3656.446,3389.6667,1326.7635,1886.0015,2042.9304,2589.3289,2398.1606,981.5197,1072.8239,1349.5895,1817.5233,1519.3582,697.6208,727.58,748.9794,1067.1173,1148.4351
959.142944,4648.3325,7683.5122,6364.1792,5716.6357,5019.1719,5535.4951,3651.3442,3401.7407,1345.007,1974.0081,2002.5342,2523.136,2399.0474,1014.1038,1085.4192,1325.0386,1859.9034,1477.6534,704.5953,724.5637,740.253,1106.8137,1086.8455
957.389038,4722.8638,7734.5449,6354.1909,5837.9844,5090.7681,5437.2822,3768.8794,3428.0688,1313.3325,1879.4487,1959.304,2633.7949,2404.2114,1023.8575,1088.0269,1347.5562,1839.5211,1483.0248,691.6029,725.8265,781.44,1083.7489,1078.0449
955.637085,4689.0107,7849.709,6482.4966,5745.4277,5093.8994,5376.1807,3609.7825,3425.8718,1362.9353,1906.1134,1961.7144,2603.2634,2332.3872,1029.3297,1077.8024,1361.5096,1886.1542,1551.1229,704.2783,718.5349,765.5818,1047.8634,1117.7209
953.883179,4703.6343,7847.9424,6344.2046,5718.479,5068.522,5390.6499,3688.7896,3407.9968,1335.547,1917.0873,1989.7798,2562.7681,2279.1245,1017.6954,1091.8132,1329.8457,1797.3584,1553.6246,698.4184,748.3054,732.6266,1050.4783,1114.6188
952.127319,4705.4258,7716.4995,6386.9531,5936.6455,5064.5317,5513.4141,3780.5859,3388.7046,1330.9714,1882.4553,1973.6569,2416.8389,2208.7856,983.2659,1090.1426,1312.4462,1809.7792,1557.55,696.8362,713.9365,755.2621,1075.8923,1102.9678
